state_ut,district_name,intervention,rank,ev_score,expected_access_gain,est_cost_tier,confidence,p_addresses_need,p_wrong,benefit,trigger_signals,rationale,not_recommended_flag,not_recommended_reason
Meghalaya,West Garo Hills,Mobile primary care clinic,6,-0.2255,14.2,High,Low,0.51,0.63,0.65,"planning_category=referral_or_capacity_candidate | trustworthy_supply_rate=100% | capacity_observed_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), wide supply CI (21-100%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Meghalaya,West Garo Hills,Telehealth-first program,7,-0.2467,2.3,Low,Low,0.18,0.78,0.336,"trustworthy_supply_rate=100% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (1 rows), wide supply CI (21-100%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Odisha,Nuapada,Verify-first data / records campaign,1,0.7739,32.7,Low,Low,0.8,0.83,1.12,"planning_category=mixed_or_monitor | needs_human_review_rate=100% | critical_supply_gap_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Odisha,Nuapada,Mobile primary care clinic,2,0.2109,30.7,High,Low,0.75,0.83,1.12,"planning_category=mixed_or_monitor | trustworthy_supply_rate=0% | capacity_observed_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Odisha,Nuapada,PM-JAY / insurance enrollment support,3,0.1887,15.4,Low,Low,0.551,0.83,0.765,"hh_health_insurance_pct=45% | planning_category=mixed_or_monitor | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Odisha,Nuapada,Community health worker outreach,4,0.0776,14.0,Medium,Low,0.525,0.83,0.728,"needs_human_review_rate=100% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Odisha,Nuapada,Pharmacy-based chronic care screening,5,-0.0012,10.2,Low-Medium,Low,0.468,0.83,0.599,"high_bp_pct=22% | high_blood_sugar_pct=11% | ncd_signal_rate=0% | diagnostic_signal_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Odisha,Nuapada,OB referral network + prenatal telehealth & transport,6,-0.1199,13.0,Medium-High,Low,0.521,0.83,0.683,"institutional_birth_5y_pct=90% | anaemia_w15_49_pct=64% | maternity_signal_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Odisha,Nuapada,Telehealth-first program,7,0.1334,15.8,Low,Low,0.43,0.95,1.12,"trustworthy_supply_rate=0% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Bihar,Pashchim Champaran,PM-JAY / insurance enrollment support,1,0.6713,37.4,Low,Low,0.84,0.63,1.04,"hh_health_insurance_pct=20% | planning_category=referral_or_capacity_candidate | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (34-100%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Bihar,Pashchim Champaran,Verify-first data / records campaign,2,0.1399,10.7,Low,Low,0.451,0.63,0.553,"planning_category=referral_or_capacity_candidate | needs_human_review_rate=50% | critical_supply_gap_rate=50% | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (34-100%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Bihar,Pashchim Champaran,Community health worker outreach,3,0.0993,16.0,Medium,Low,0.502,0.63,0.744,"needs_human_review_rate=50% | contact_evidence_rate=50% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (34-100%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Bihar,Pashchim Champaran,Pharmacy-based chronic care screening,4,-0.0745,7.3,Low-Medium,Low,0.363,0.63,0.47,"high_bp_pct=20% | high_blood_sugar_pct=11% | ncd_signal_rate=0% | diagnostic_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (34-100%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Bihar,Pashchim Champaran,OB referral network + prenatal telehealth & transport,5,-0.1751,10.6,Medium-High,Low,0.427,0.63,0.578,"institutional_birth_5y_pct=80% | anaemia_w15_49_pct=51% | maternity_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (34-100%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Bihar,Pashchim Champaran,Mobile primary care clinic,6,-0.3279,9.8,High,Low,0.43,0.63,0.532,"planning_category=referral_or_capacity_candidate | trustworthy_supply_rate=100% | capacity_observed_rate=50% | observed_capacity_median=450 | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (34-100%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Bihar,Pashchim Champaran,Telehealth-first program,7,-0.2419,2.5,Low,Low,0.18,0.78,0.363,"trustworthy_supply_rate=100% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (34-100%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Madhya Pradesh,Damoh,PM-JAY / insurance enrollment support,1,0.4253,25.2,Low,Low,0.681,0.75,0.948,"hh_health_insurance_pct=22% | planning_category=supply_record_quality_problem | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), wide supply CI (0-79%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Madhya Pradesh,Damoh,Verify-first data / records campaign,2,0.4093,20.6,Low,Low,0.725,0.75,0.726,"planning_category=supply_record_quality_problem | needs_human_review_rate=100% | critical_supply_gap_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), wide supply CI (0-79%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Madhya Pradesh,Damoh,Mobile primary care clinic,3,0.2377,32.7,High,Low,0.75,0.75,1.117,"planning_category=supply_record_quality_problem | trustworthy_supply_rate=0% | capacity_observed_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), wide supply CI (0-79%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Madhya Pradesh,Damoh,Community health worker outreach,4,0.0886,14.9,Medium,Low,0.525,0.75,0.726,"needs_human_review_rate=100% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), wide supply CI (0-79%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Madhya Pradesh,Damoh,Pharmacy-based chronic care screening,5,-0.1101,6.1,Low-Medium,Low,0.362,0.75,0.433,"high_bp_pct=22% | high_blood_sugar_pct=9% | ncd_signal_rate=100% | diagnostic_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), wide supply CI (0-79%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Madhya Pradesh,Damoh,OB referral network + prenatal telehealth & transport,6,-0.247,8.1,Medium-High,Low,0.41,0.75,0.507,"institutional_birth_5y_pct=85% | anaemia_w15_49_pct=48% | maternity_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), wide supply CI (0-79%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
